EMPRESA,PROYECTO,N° WM,NOMBRES,APELLIDOS,CARGO TRABAJADOR,MAIL,RUT,ESTADO PEATON,ESTADO CONDUCTOR/OPERADOR,TURNO,FECHA INGRESO TURNO,FECHA SALIDA TURNO,CargoReporte,DependenciaTurno,NOMBRE_RESPORTABILIDAD,APELLIDO_RESPORTABILIDAD,MAIL_RESPORTABILIDAD,TURNO_REPORTABILIDAD,FECHA_INGRESO_TURNO_RESPORTABILIDAD,FECHA_SALIDA_TURNO_RESPORTABILIDAD
Perforaciones Andinas SpA,Proyecto Valle Verde,142,Joaquin Bruno,Castillo Donoso,SUPERVISOR DE FAENA,joaquin.castillo@perforacionesandinas.cl,15.111.820-8,ACREDITADO,ACREDITADO,B,2025-11-21,2025-12-05,JEFE FAENA,SI,Nicolas Ignacio,Opazo Flores,nicolas.opazo@perforacionesandinas.cl,A,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,58,Oscar Raul,Munoz Tapia,MANTENEDOR,oscar.munoz@perforacionesandinas.cl,17.434.796-4,ACREDITADO,NO ACREDITADO,B,2025-11-21,2025-12-05,JEFE FAENA,SI,Nicolas Ignacio,Opazo Flores,nicolas.opazo@perforacionesandinas.cl,A,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,30,Mauricio Luis,Olivares Riquelme,PERFORISTA DE SONDAJE,mauricio.olivares@perforacionesandinas.cl,14.186.095-K,ACREDITADO,ACREDITADO,A,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,28,Patricio Diego,Aguilera Castillo,AYUDANTE DE SONDAJE,patricio.aguilera@perforacionesandinas.cl,19.742.747-7,ACREDITADO,NO ACREDITADO,A,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,38,Mauricio Mario,Fernandez Opazo,AYUDANTE DE SONDAJE,mauricio.fernandez@perforacionesandinas.cl,23.386.469-2,ACREDITADO,NO ACREDITADO,A,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,44,Agustin Pedro,Montes Becerra,PERFORISTA DE SONDAJE,agustin.montes@perforacionesandinas.cl,24.917.855-1,ACREDITADO,NO ACREDITADO,B,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,100,Gabriel Jorge,Salazar Salazar,AYUDANTE DE SONDAJE,gabriel.salazar@perforacionesandinas.cl,17.736.374-K,ACREDITADO,NO ACREDITADO,B,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,141,Rosa Gabriela,Villalobos Herrera,AYUDANTE DE SONDAJE,rosa.villalobos@perforacionesandinas.cl,11.324.952-8,ACREDITADO,NO ACREDITADO,B,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,94,Ricardo Rodrigo,Silva Arriagada,PERFORISTA DE SONDAJE,ricardo.silva@perforacionesandinas.cl,14.495.336-3,ACREDITADO,ACREDITADO,A,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,98,Vicente Maximiliano,Fernandez Silva,AYUDANTE DE SONDAJE,vicente.fernandez@perforacionesandinas.cl,21.405.024-2,ACREDITADO,NO ACREDITADO,A,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,102,Lucas Claudio,Fernandez Acuna,AYUDANTE DE SONDAJE,lucas.fernandez@perforacionesandinas.cl,15.402.554-5,ACREDITADO,NO ACREDITADO,A,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,95,Paola Lorena,Aguilera Barraza,PERFORISTA DE SONDAJE,paola.aguilera@perforacionesandinas.cl,10.788.554-4,ACREDITADO,ACREDITADO,B,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,99,Martin Roberto,Guzman Garrido,AYUDANTE DE SONDAJE,martin.guzman@perforacionesandinas.cl,12.526.152-3,ACREDITADO,NO ACREDITADO,B,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,103,Mauricio Vicente,Godoy Salazar,AYUDANTE DE SONDAJE,mauricio.godoy@perforacionesandinas.cl,22.629.493-7,ACREDITADO,ACREDITADO,B,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,42,Maria Carla,Salinas Donoso,PERFORISTA DE SONDAJE,maria.salinas@perforacionesandinas.cl,12.087.131-5,ACREDITADO,NO ACREDITADO,A,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,151,Natalia Amanda,Barraza Valenzuela,AYUDANTE DE SONDAJE,natalia.barraza@perforacionesandinas.cl,11.447.906-3,ACREDITADO,NO ACREDITADO,A,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,156,Carmen Javiera,Pena Moya,AYUDANTE DE SONDAJE,carmen.pena@perforacionesandinas.cl,11.875.632-0,ACREDITADO,ACREDITADO,A,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,104,Matias Matias,Jara Navarro,PERFORISTA DE SONDAJE,matias.jara@perforacionesandinas.cl,24.033.701-0,ACREDITADO,ACREDITADO,B,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,153,Eduardo Andres,Fuentes Cortes,AYUDANTE DE SONDAJE,eduardo.fuentes@perforacionesandinas.cl,15.059.691-2,ACREDITADO,NO ACREDITADO,B,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,152,Carla Andrea,Castillo Flores,AYUDANTE DE SONDAJE,carla.castillo@perforacionesandinas.cl,10.698.117-5,ACREDITADO,NO ACREDITADO,B,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,34,Carlos Pedro,Carvajal Bravo,AYUDANTE DE SONDAJE,carlos.carvajal@perforacionesandinas.cl,14.108.699-5,ACREDITADO,NO ACREDITADO,A,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,155,Diego Eduardo,Yanez Acuna,CHOFER DE SONDAJE,diego.yanez@perforacionesandinas.cl,18.957.998-5,ACREDITADO,ACREDITADO,A,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,157,Natalia Antonia,Palma Sepulveda,CHOFER DE SONDAJE,natalia.palma@perforacionesandinas.cl,11.947.626-7,ACREDITADO,ACREDITADO,A,2025-11-21,2025-12-05,SUPERVISOR DE FAENA,SI,Luis Rodrigo,Fernandez Caceres,luis.fernandez@perforacionesandinas.cl,B,2025-11-21,2025-12-05
Perforaciones Andinas SpA,Proyecto Valle Verde,49,Ivan Tomas,Herrera Pinto,CHOFER DE SONDAJE,ivan.herrera@perforacionesandinas.cl,13.340.448-1,ACREDITADO,NO ACREDITADO,C,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Alvaro Agustin,Gallardo Vergara,alvaro.gallardo@perforacionesandinas.cl,C,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,49,Ivan Tomas,Herrera Pinto,CHOFER DE SONDAJE,ivan.herrera@perforacionesandinas.cl,13.340.448-1,ACREDITADO,NO ACREDITADO,C,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Maximiliano Hugo,Barraza Paredes,maximiliano.barraza@perforacionesandinas.cl,D,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,138,Luis Patricio,Salinas Valenzuela,CHOFER DE SONDAJE,luis.salinas@perforacionesandinas.cl,14.167.394-7,ACREDITADO,ACREDITADO,C,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Alvaro Agustin,Gallardo Vergara,alvaro.gallardo@perforacionesandinas.cl,C,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,138,Luis Patricio,Salinas Valenzuela,CHOFER DE SONDAJE,luis.salinas@perforacionesandinas.cl,14.167.394-7,ACREDITADO,ACREDITADO,C,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Maximiliano Hugo,Barraza Paredes,maximiliano.barraza@perforacionesandinas.cl,D,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,126,Roberto Patricio,Espinoza Bustamante,CHOFER DE SONDAJE,roberto.espinoza@perforacionesandinas.cl,24.988.560-6,ACREDITADO,ACREDITADO,C,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Alvaro Agustin,Gallardo Vergara,alvaro.gallardo@perforacionesandinas.cl,C,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,126,Roberto Patricio,Espinoza Bustamante,CHOFER DE SONDAJE,roberto.espinoza@perforacionesandinas.cl,24.988.560-6,ACREDITADO,ACREDITADO,C,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Maximiliano Hugo,Barraza Paredes,maximiliano.barraza@perforacionesandinas.cl,D,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,125,Manuel Ivan,Saavedra Cabrera,CHOFER DE SONDAJE,manuel.saavedra@perforacionesandinas.cl,24.902.482-1,ACREDITADO,ACREDITADO,C,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Alvaro Agustin,Gallardo Vergara,alvaro.gallardo@perforacionesandinas.cl,C,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,125,Manuel Ivan,Saavedra Cabrera,CHOFER DE SONDAJE,manuel.saavedra@perforacionesandinas.cl,24.902.482-1,ACREDITADO,ACREDITADO,C,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Maximiliano Hugo,Barraza Paredes,maximiliano.barraza@perforacionesandinas.cl,D,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,60,Rosa Constanza,Riquelme Becerra,PERFORISTA DE SONDAJE,rosa.riquelme@perforacionesandinas.cl,10.246.514-8,ACREDITADO,ACREDITADO,C,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Alvaro Agustin,Gallardo Vergara,alvaro.gallardo@perforacionesandinas.cl,C,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,60,Rosa Constanza,Riquelme Becerra,PERFORISTA DE SONDAJE,rosa.riquelme@perforacionesandinas.cl,10.246.514-8,ACREDITADO,ACREDITADO,C,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Maximiliano Hugo,Barraza Paredes,maximiliano.barraza@perforacionesandinas.cl,D,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,26,Rodrigo Hernan,Alarcon Arriagada,AYUDANTE DE SONDAJE,rodrigo.alarcon@perforacionesandinas.cl,17.059.171-2,ACREDITADO,NO ACREDITADO,C,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Alvaro Agustin,Gallardo Vergara,alvaro.gallardo@perforacionesandinas.cl,C,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,26,Rodrigo Hernan,Alarcon Arriagada,AYUDANTE DE SONDAJE,rodrigo.alarcon@perforacionesandinas.cl,17.059.171-2,ACREDITADO,NO ACREDITADO,C,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Maximiliano Hugo,Barraza Paredes,maximiliano.barraza@perforacionesandinas.cl,D,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,40,Ivan Fernando,Cifuentes Alarcon,AYUDANTE DE SONDAJE,ivan.cifuentes@perforacionesandinas.cl,15.902.771-6,ACREDITADO,NO ACREDITADO,C,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Alvaro Agustin,Gallardo Vergara,alvaro.gallardo@perforacionesandinas.cl,C,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,40,Ivan Fernando,Cifuentes Alarcon,AYUDANTE DE SONDAJE,ivan.cifuentes@perforacionesandinas.cl,15.902.771-6,ACREDITADO,NO ACREDITADO,C,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Maximiliano Hugo,Barraza Paredes,maximiliano.barraza@perforacionesandinas.cl,D,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,19,Jorge Alejandro,Munoz Quintero,PERFORISTA DE SONDAJE,jorge.munoz@perforacionesandinas.cl,15.830.189-K,ACREDITADO,NO ACREDITADO,D,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Alvaro Agustin,Gallardo Vergara,alvaro.gallardo@perforacionesandinas.cl,C,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,19,Jorge Alejandro,Munoz Quintero,PERFORISTA DE SONDAJE,jorge.munoz@perforacionesandinas.cl,15.830.189-K,ACREDITADO,NO ACREDITADO,D,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Maximiliano Hugo,Barraza Paredes,maximiliano.barraza@perforacionesandinas.cl,D,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,30,Silvia Florencia,Perez Opazo,AYUDANTE DE SONDAJE,silvia.perez@perforacionesandinas.cl,11.875.851-K,ACREDITADO,ACREDITADO,D,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Alvaro Agustin,Gallardo Vergara,alvaro.gallardo@perforacionesandinas.cl,C,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,30,Silvia Florencia,Perez Opazo,AYUDANTE DE SONDAJE,silvia.perez@perforacionesandinas.cl,11.875.851-K,ACREDITADO,ACREDITADO,D,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Maximiliano Hugo,Barraza Paredes,maximiliano.barraza@perforacionesandinas.cl,D,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,66,Gabriel Raul,Rojas Ahumada,AYUDANTE DE SONDAJE,gabriel.rojas@perforacionesandinas.cl,23.673.042-5,ACREDITADO,NO ACREDITADO,D,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Alvaro Agustin,Gallardo Vergara,alvaro.gallardo@perforacionesandinas.cl,C,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,66,Gabriel Raul,Rojas Ahumada,AYUDANTE DE SONDAJE,gabriel.rojas@perforacionesandinas.cl,23.673.042-5,ACREDITADO,NO ACREDITADO,D,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Maximiliano Hugo,Barraza Paredes,maximiliano.barraza@perforacionesandinas.cl,D,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Valle Verde,93,Juan Patricio,Cifuentes Barraza,PERFORISTA DE SONDAJE,juan.cifuentes@perforacionesandinas.cl,15.387.584-7,ACREDITADO,ACREDITADO,C,2025-11-07,2025-11-20,SUPERVISOR DE FAENA,SI,Alvaro Agustin,Gallardo Vergara,alvaro.gallardo@perforacionesandinas.cl,C,2025-11-07,2025-11-20
Perforaciones Andinas SpA,Proyecto Cerro Rojo,33,Raul Diego,Araya Contreras,JEFE FAENA,raul.araya@perforacionesandinas.cl,23.582.954-1,ACREDITADO,ACREDITADO,A,2025-11-15,2025-11-28,ADMINISTRADOR DE CONTRATO,NO,Valentina Sandra,Castillo Guzman,valentina.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,36,Elena Teresa,Flores Torres,SUPERVISOR,elena.flores@perforacionesandinas.cl,11.890.785-K,ACREDITADO,ACREDITADO,B,2025-11-15,2025-11-28,ADMINISTRADOR DE CONTRATO,NO,Valentina Sandra,Castillo Guzman,valentina.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,36,Elena Teresa,Flores Torres,SUPERVISOR,elena.flores@perforacionesandinas.cl,11.890.785-K,ACREDITADO,ACREDITADO,B,2025-11-15,2025-11-28,JEFE FAENA,NO,Diego Bruno,Castillo Escobar,diego.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,27,Rodrigo Pedro,Paredes Aravena,SUPERVISOR,rodrigo.paredes@perforacionesandinas.cl,17.320.879-0,ACREDITADO,ACREDITADO,A,2025-11-15,2025-11-28,ADMINISTRADOR DE CONTRATO,NO,Valentina Sandra,Castillo Guzman,valentina.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,27,Rodrigo Pedro,Paredes Aravena,SUPERVISOR,rodrigo.paredes@perforacionesandinas.cl,17.320.879-0,ACREDITADO,ACREDITADO,A,2025-11-15,2025-11-28,JEFE FAENA,NO,Diego Bruno,Castillo Escobar,diego.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,32,Pedro Gabriel,Toledo Bustamante,PREVENCIONISTA DE RIESGOS,pedro.toledo@perforacionesandinas.cl,15.988.364-7,ACREDITADO,ACREDITADO,A,2025-11-15,2025-11-28,ADMINISTRADOR DE CONTRATO,NO,Valentina Sandra,Castillo Guzman,valentina.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,32,Pedro Gabriel,Toledo Bustamante,PREVENCIONISTA DE RIESGOS,pedro.toledo@perforacionesandinas.cl,15.988.364-7,ACREDITADO,ACREDITADO,A,2025-11-15,2025-11-28,JEFE FAENA,NO,Diego Bruno,Castillo Escobar,diego.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,32,Pedro Gabriel,Toledo Bustamante,PREVENCIONISTA DE RIESGOS,pedro.toledo@perforacionesandinas.cl,15.988.364-7,ACREDITADO,ACREDITADO,A,2025-11-15,2025-11-28,SUPERVISOR,SI,Juan Mario,Tapia Gallardo,juan.tapia@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,28,Pablo Ignacio,Acuna Fernandez,PREVENCIONISTA DE RIESGOS,pablo.acuna@perforacionesandinas.cl,21.297.680-6,ACREDITADO,ACREDITADO,B,2025-11-15,2025-11-28,ADMINISTRADOR DE CONTRATO,NO,Valentina Sandra,Castillo Guzman,valentina.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,28,Pablo Ignacio,Acuna Fernandez,PREVENCIONISTA DE RIESGOS,pablo.acuna@perforacionesandinas.cl,21.297.680-6,ACREDITADO,ACREDITADO,B,2025-11-15,2025-11-28,JEFE FAENA,NO,Diego Bruno,Castillo Escobar,diego.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,28,Pablo Ignacio,Acuna Fernandez,PREVENCIONISTA DE RIESGOS,pablo.acuna@perforacionesandinas.cl,21.297.680-6,ACREDITADO,ACREDITADO,B,2025-11-15,2025-11-28,SUPERVISOR,SI,Vicente Tomas,Vera Cortes,vicente.vera@perforacionesandinas.cl,B,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,2,Silvia Rosa,Ramirez Contreras,COORDINADOR ADMINISTRATIVO,silvia.ramirez@perforacionesandinas.cl,11.590.147-8,ACREDITADO,ACREDITADO,A,2025-11-15,2025-11-28,ADMINISTRADOR DE CONTRATO,NO,Valentina Sandra,Castillo Guzman,valentina.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,2,Silvia Rosa,Ramirez Contreras,COORDINADOR ADMINISTRATIVO,silvia.ramirez@perforacionesandinas.cl,11.590.147-8,ACREDITADO,ACREDITADO,A,2025-11-15,2025-11-28,JEFE FAENA,NO,Diego Bruno,Castillo Escobar,diego.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,2,Silvia Rosa,Ramirez Contreras,COORDINADOR ADMINISTRATIVO,silvia.ramirez@perforacionesandinas.cl,11.590.147-8,ACREDITADO,ACREDITADO,A,2025-11-15,2025-11-28,SUPERVISOR,SI,Juan Mario,Tapia Gallardo,juan.tapia@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,1,Mario Eduardo,Vargas Jara,BODEGUERO,mario.vargas@perforacionesandinas.cl,22.761.674-1,ACREDITADO,NO ACREDITADO,A,2025-11-15,2025-11-28,ADMINISTRADOR DE CONTRATO,NO,Valentina Sandra,Castillo Guzman,valentina.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,1,Mario Eduardo,Vargas Jara,BODEGUERO,mario.vargas@perforacionesandinas.cl,22.761.674-1,ACREDITADO,NO ACREDITADO,A,2025-11-15,2025-11-28,JEFE FAENA,NO,Diego Bruno,Castillo Escobar,diego.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,1,Mario Eduardo,Vargas Jara,BODEGUERO,mario.vargas@perforacionesandinas.cl,22.761.674-1,ACREDITADO,NO ACREDITADO,A,2025-11-15,2025-11-28,SUPERVISOR,SI,Juan Mario,Tapia Gallardo,juan.tapia@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,6,Alejandro Luis,Maldonado Vera,PERFORISTA DE SONDAJE,alejandro.maldonado@perforacionesandinas.cl,19.007.404-8,ACREDITADO,ACREDITADO,A,2025-11-15,2025-11-28,ADMINISTRADOR DE CONTRATO,NO,Valentina Sandra,Castillo Guzman,valentina.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,6,Alejandro Luis,Maldonado Vera,PERFORISTA DE SONDAJE,alejandro.maldonado@perforacionesandinas.cl,19.007.404-8,ACREDITADO,ACREDITADO,A,2025-11-15,2025-11-28,JEFE FAENA,NO,Diego Bruno,Castillo Escobar,diego.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,6,Alejandro Luis,Maldonado Vera,PERFORISTA DE SONDAJE,alejandro.maldonado@perforacionesandinas.cl,19.007.404-8,ACREDITADO,ACREDITADO,A,2025-11-15,2025-11-28,SUPERVISOR,SI,Juan Mario,Tapia Gallardo,juan.tapia@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,7,Veronica Isidora,Zuniga Palma,AYUDANTE DE SONDAJE,veronica.zuniga@perforacionesandinas.cl,11.740.807-8,ACREDITADO,NO ACREDITADO,A,2025-11-15,2025-11-28,ADMINISTRADOR DE CONTRATO,NO,Valentina Sandra,Castillo Guzman,valentina.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,7,Veronica Isidora,Zuniga Palma,AYUDANTE DE SONDAJE,veronica.zuniga@perforacionesandinas.cl,11.740.807-8,ACREDITADO,NO ACREDITADO,A,2025-11-15,2025-11-28,JEFE FAENA,NO,Diego Bruno,Castillo Escobar,diego.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,7,Veronica Isidora,Zuniga Palma,AYUDANTE DE SONDAJE,veronica.zuniga@perforacionesandinas.cl,11.740.807-8,ACREDITADO,NO ACREDITADO,A,2025-11-15,2025-11-28,SUPERVISOR,SI,Juan Mario,Tapia Gallardo,juan.tapia@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,10,Matias Nicolas,Martinez Bravo,AYUDANTE DE SONDAJE,matias.martinez@perforacionesandinas.cl,23.353.596-6,ACREDITADO,NO ACREDITADO,A,2025-11-15,2025-11-28,ADMINISTRADOR DE CONTRATO,NO,Valentina Sandra,Castillo Guzman,valentina.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,10,Matias Nicolas,Martinez Bravo,AYUDANTE DE SONDAJE,matias.martinez@perforacionesandinas.cl,23.353.596-6,ACREDITADO,NO ACREDITADO,A,2025-11-15,2025-11-28,JEFE FAENA,NO,Diego Bruno,Castillo Escobar,diego.castillo@perforacionesandinas.cl,A,2025-11-15,2025-11-28
Perforaciones Andinas SpA,Proyecto Cerro Rojo,10,Matias Nicolas,Martinez Bravo,AYUDANTE DE SONDAJE,matias.martinez@perforacionesandinas.cl,23.353.596-6,ACREDITADO,NO ACREDITADO,A,2025-11-15,2025-11-28,SUPERVISOR,SI,Juan Mario,Tapia Gallardo,juan.tapia@perforacionesandinas.cl,A,2025-11-15,2025-11-28
